Date	Payee	Amount	Category	Memo	Status	Number
2024-04-02	CARREFOUR	-23,14	Alimentation:Supermarché		R	
2024-04-02	FRANPRIX	-16	Alimentation:Supermarché		R	
2024-04-02	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-04-02	DOCTEUR GARNEK	-40	Santé:Médecin généraliste		R	
2024-04-03	CARREFOUR	-9,94	Alimentation:Supermarché		R	
2024-04-04	CARREFOUR	-12,79	Alimentation:Supermarché		R	
2024-04-04	CPAM HAUTS DE SEINE SEPA	43,97	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2024-04-05	CPAM HAUTS DE SEINE SEPA	17,55	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2024-04-05	TABAC PRESSE	-20,1	Junk:Tabac		R	
2024-04-05	FREE HAUTDEBIT	-64,47	Logement:Frais généraux:Internet-TV-Téléphone		R	
2024-04-06	CARREFOUR	-12,61	Alimentation:Supermarché		R	
2024-04-06	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-04-08	MR OU MME BONNEFOY	50	Dettes personnelles		R	
2024-04-08	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-04-08	LA SOCIETE GENERALE	-40	Retrait despèces		R	
2024-04-09	STE PHARDEX	500	Revenus du travail:Salaire brut:Salaire net		R	
2024-04-10	CARREFOUR	-13,31	Alimentation:Supermarché		R	
2024-04-10	CARREFOUR	-13,81	Alimentation:Supermarché		R	
2024-04-10	CARREFOUR	-11,74	Alimentation:Supermarché		R	
2024-04-10	HEROKU	-11,06	Loisirs:Service Numérique		R	
2024-04-11	CARREFOUR	-10,41	Alimentation:Supermarché		R	
2024-04-11	FRANPRIX	-19,4	Alimentation:Supermarché		R	
2024-04-11	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-04-11	AMAZON	-34,96	Logement:Equipement		R	
2024-04-11	CIC	-150	Retrait despèces		R	
2024-04-11	DOCTOLIB	-25	Santé :Pending doctolib		R	
2024-04-11	PHARMACIE TRAPEZE	-2,57	Santé:Paharmacie		R	
2024-04-12	ATM	-70	Retrait despèces		R	
2024-04-13	CARREFOUR	-27,18	Alimentation:Supermarché		R	
2024-04-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2024-04-14	CARREFOUR	-8,38	Alimentation:Supermarché		R	
2024-04-14	FRANPRIX	-11,98	Alimentation:Supermarché		R	
2024-04-14	TABAC PRESSE	-32,6	Junk:Tabac		R	
2024-04-15	CPAM HAUTS DE SEINE SEPA	33	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2024-04-16	CARREFOUR	-23,65	Alimentation:Supermarché		R	
2024-04-16	CARREFOUR	-24,53	Alimentation:Supermarché		R	
2024-04-17	CARREFOUR	-7,89	Alimentation:Supermarché		R	
2024-04-17	CARREFOUR	-9,45	Alimentation:Supermarché		R	
2024-04-17	CPAM HAUTS DE SEINE SEPA	16,5	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2024-04-17	SUMERIA	0,73	Revenus divers:Intérêts compte bancaire		R	
2024-04-18	CARREFOUR	-7,64	Alimentation:Supermarché		R	
2024-04-18	FRANPRIX	-21,05	Alimentation:Supermarché		R	
2024-04-18	CPAM HAUTS DE SEINE SEPA	97,54	Allocations et Sécurité sociale:Indemnités Journalières		R	
2024-04-18	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-04-19	CARREFOUR	-12,96	Alimentation:Supermarché		R	
2024-04-19	CARREFOUR	-12,82	Alimentation:Supermarché		R	
2024-04-19	MME MERCIER CELINE	11	Dettes personnelles		R	
2024-04-19	AMAZON	-10,99	Logement:Equipement		R	
2024-04-19	FDJ	-10	Loterie		R	
2024-04-20	CARREFOUR	-8,7	Alimentation:Supermarché		R	
2024-04-20	CARREFOUR	-10,31	Alimentation:Supermarché		R	
2024-04-20	TABAC PRESSE	-16,9	Junk:Tabac		R	
2024-04-21	CARREFOUR	-7,18	Alimentation:Supermarché		R	
2024-04-24	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-04-24	CARREFOUR	-43,78	Alimentation:Supermarché		R	
2024-04-24	CPAM HAUTS DE SEINE SEPA	292,62	Allocations et Sécurité sociale:Indemnités Journalières		R	
2024-04-24	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-04-24	APPLE	-2,99	Loisirs:Service Numérique		R	
2024-04-24	ATM	-90	Retrait despèces		R	
2024-04-24	STE PHARDEX	107,05	Revenus du travail:Salaire brut:Salaire net		R	
2024-04-24	PHARMACIE TRAPEZE	-2,57	Santé:Paharmacie		R	
2024-04-25	CARREFOUR	-15,68	Alimentation:Supermarché		R	
2024-04-25	FRANPRIX	-10,82	Alimentation:Supermarché		R	
2024-04-25	TABAC PRESSE	-29,4	Junk:Tabac		R	
2024-04-25	ATM	-150	Retrait despèces		R	
2024-04-26	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-04-26	CARREFOUR	-20,96	Alimentation:Supermarché		R	
2024-04-26	MME MERCIER CELINE	20	Dettes personnelles		R	
2024-04-26	TABAC PRESSE	-13	Junk:Tabac		R	
2024-04-27	DISNEY PLUS	-11,99	Loisirs:Service Numérique		R	
2024-04-28	CARREFOUR	-4,54	Alimentation:Supermarché		R	
2024-04-30	CARREFOUR	-22,74	Alimentation:Supermarché		R	
2024-04-30	LYDIA	-9,9	Frais bancaires		R	
2024-04-30	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-04-30	STE PHARDEX	500	Revenus du travail:Salaire brut:Salaire net		R	
2024-05-01	CARREFOUR	-16,47	Alimentation:Supermarché		R	
2024-05-01	CARREFOUR	-18,61	Alimentation:Supermarché		R	
2024-05-02	CARREFOUR	-11,18	Alimentation:Supermarché		R	
2024-05-03	FRANPRIX	-18,15	Alimentation:Supermarché		R	
2024-05-03	TOTAL	-200	Automobile:Carburant		R	
2024-05-03	TOTAL	174,99	Pending:Pending Carburant		R	
2024-05-03	PHARMACIE TRAPEZE	-14,07	Santé:Paharmacie		R	
2024-05-03	DOCTEUR MARTIN	-26,5	Santé:Médecin généraliste		R	
2024-05-05	APPLE	-1,99	Loisirs:Service Numérique		R	
2024-05-05	ATM	-40	Retrait despèces		R	
2024-05-06	CARREFOUR	-17,83	Alimentation:Supermarché		R	
2024-05-06	FRANPRIX	-27,3	Alimentation:Supermarché		R	
2024-05-06	CPAM HAUTS DE SEINE SEPA	240,85	Allocations et Sécurité sociale:Indemnités Journalières		R	
2024-05-06	TABAC PRESSE	-34,17	Junk:Tabac		R	
2024-05-06	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2024-05-06	TRESOR PUBLIC	-35	Taxes et impôts		R	
2024-05-07	CARREFOUR	-16,45	Alimentation:Supermarché		R	
2024-05-07	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2024-05-07	ATM	-80	Retrait despèces		R	
2024-05-08	CARREFOUR	-12,14	Alimentation:Supermarché		R	
2024-05-08	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-05-08	EXQUILLA THUNDERBIRD	-10	Loisirs:Service Numérique		R	
2024-05-08	UBER	-21,79	Transport:VTC-Taxi		R	
2024-05-08	UBER	-20,49	Transport:VTC-Taxi		R	
2024-05-09	CARREFOUR	-3,45	Alimentation:Supermarché		R	
2024-05-09	CEWE S.A.S	-4,29	Logement:Frais généraux:Photographie		R	
2024-05-09	LA SOCIETE GENERALE	-110	Retrait despèces		R	
2024-05-09	UBER	-1,66	Transport:VTC-Taxi		R	
2024-05-10	CPAM HAUTS DE SEINE SEPA	17,55	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2024-05-11	CARREFOUR	-14,43	Alimentation:Supermarché		R	
2024-05-11	CARREFOUR	-13,45	Alimentation:Supermarché		R	
2024-05-11	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-05-14	SUMERIA	0,11	Revenus divers:Intérêts compte bancaire		R	
2024-05-16	CARREFOUR	-3,3	Alimentation:Supermarché		R	
2024-05-16	FRANPRIX	-29,05	Alimentation:Supermarché		R	
2024-05-16	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-05-16	HEROKU	-11,1	Loisirs:Service Numérique		R	
2024-05-16	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2024-05-16	PHARDEX	476,75	Revenus du travail:Remboursements de frais		R	
2024-05-16	STE PHARDEX	500	Revenus du travail:Salaire brut:Salaire net		R	
2024-05-17	MCDONALDS	-14,9	Alimentation:Fast food		R	
2024-05-17	CARREFOUR	-19,3	Alimentation:Supermarché		R	
2024-05-17	CARREFOUR	-26,4	Alimentation:Supermarché		R	
2024-05-17	INTEREPARGNE	423,18	Revenus du travail:Participation aux bénéfices		R	
2024-05-18	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-05-18	CARREFOUR	-5,22	Alimentation:Supermarché		R	
2024-05-18	CARREFOUR	-46,25	Alimentation:Supermarché		R	
2024-05-18	CARREFOUR	-17,67	Alimentation:Supermarché		R	
2024-05-18	TABAC PRESSE	-29,4	Junk:Tabac		R	
2024-05-18	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2024-05-19	CARREFOUR	-33,02	Alimentation:Supermarché		R	
2024-05-19	CARREFOUR	-5,84	Alimentation:Supermarché		R	
2024-05-19	MY-FURNITURE	-654	Junk:T		R	
2024-05-19	TABAC PRESSE	-14,5	Junk:Tabac		R	
2024-05-19	CIC	-140	Retrait despèces		R	
2024-05-19	LA SOCIETE GENERALE	-100	Retrait despèces		R	
2024-05-19	LA SOCIETE GENERALE	-50	Retrait despèces		R	
2024-05-21	FRANPRIX	-23,54	Alimentation:Supermarché		R	
2024-05-21	TABAC PRESSE	-16,3	Junk:Tabac		R	
2024-05-21	PHARMACIE TRAPEZE	-25,9	Santé:Paharmacie		R	
2024-05-22	CARREFOUR	-24,43	Alimentation:Supermarché		R	
2024-05-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2024-05-22	DOCTEUR DERHY	-37	Santé:Médecin généraliste		R	
2024-05-23	REL. PONT AVAL	-5,77	Junk:Tabac		R	
2024-05-23	ATM	-150	Retrait despèces		R	
2024-05-23	INTEREPARGNE	1272,4	Revenus du travail:Intéressement		R	
2024-05-24	BOULANGERIE THIE	-9,6	Alimentation:Boulangerie		R	
2024-05-24	CARREFOUR	-16,9	Alimentation:Supermarché		R	
2024-05-24	FRANPRIX	-32,35	Alimentation:Supermarché		R	
2024-05-24	LYDIA	-2,25	Frais bancaires		R	
2024-05-24	TABAC PRESSE	-16,9	Junk:Tabac		R	
2024-05-24	TABAC PRESSE	-17,5	Junk:Tabac		R	
2024-05-24	FREE MOBILE	-45,98	Logement:Frais généraux:Téléphone mobile		R	
2024-05-24	CIC	-40	Retrait despèces		R	
2024-05-25	CARREFOUR	-24,38	Alimentation:Supermarché		R	
2024-05-25	FRANPRIX	-22,02	Alimentation:Supermarché		R	
2024-05-25	TOTAL	-200	Automobile:Carburant		R	
2024-05-25	LYDIA	-1	Frais bancaires		R	
2024-05-25	TABAC PRESSE	-17,4	Junk:Tabac		R	
2024-05-25	TOTAL	179,89	Pending:Pending Carburant		R	
2024-05-25	ATM	-150	Retrait despèces		R	
2024-05-25	UBER	-27,95	Transport:VTC-Taxi		R	
2024-05-26	AUCHAN	-59,99	Alimentation:Supermarché		R	
2024-05-26	AUCHAN	-56,54	Alimentation:Supermarché		R	
2024-05-26	LYDIA	-2,25	Frais bancaires		R	
2024-05-27	BOULANGERIE THIE	-9,6	Alimentation:Boulangerie		R	
2024-05-27	CARREFOUR	-18,35	Alimentation:Supermarché		R	
2024-05-27	CARREFOUR	-19,34	Alimentation:Supermarché		R	
2024-05-27	FRANPRIX	-29,74	Alimentation:Supermarché		R	
2024-05-27	CPAM HAUTS DE SEINE SEPA	92,21	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2024-05-27	DISNEY PLUS	-11,99	Loisirs:Service Numérique		R	
2024-05-27	ATM	-120	Retrait despèces		R	
2024-05-27	STE PHARDEX	3890,73	Revenus du travail:Salaire brut:Salaire net		R	
2024-05-27	PHARMACIE TRAPEZE	-2,57	Santé:Paharmacie		R	
2024-05-28	CARREFOUR	-16,64	Alimentation:Supermarché		R	
2024-05-28	LYDIA	-1,8	Frais bancaires		R	
2024-05-29	FRANPRIX	-35,1	Alimentation:Supermarché		R	
2024-05-29	CPAM HAUTS DE SEINE SEPA	16,55	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2024-05-29	GRAND PARIS SEINE OUEST	-0,45	Automobile:Stationnement		R	
2024-05-29	GRAND PARIS SEINE OUEST	-4,15	Automobile:Stationnement		R	
2024-05-29	GRAND PARIS SEINE OUEST	-0,8	Automobile:Stationnement		R	
2024-05-29	TABAC PRESSE	-15,7	Junk:Tabac		R	
2024-05-29	CIC	-120	Retrait despèces		R	
2024-05-29	LA SOCIETE GENERALE	-100	Retrait despèces		R	
2024-05-30	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-05-30	CARREFOUR	-9,1	Alimentation:Supermarché		R	
2024-05-30	FRANPRIX	-31,12	Alimentation:Supermarché		R	
2024-05-30	LYDIA	-3,3	Frais bancaires		R	
2024-05-30	ATM	-150	Retrait despèces		R	
2024-05-31	CARREFOUR	-11,34	Alimentation:Supermarché		R	
2024-05-31	FRANPRIX	-27,15	Alimentation:Supermarché		R	
2024-05-31	LYDIA	-9,9	Frais bancaires		R	
2024-05-31	LYDIA	-2,25	Frais bancaires		R	
2024-05-31	TABAC PRESSE	-29,4	Junk:Tabac		R	
2024-05-31	LA SOCIETE GENERALE	-150	Retrait despèces		R	
2024-06-02	CARREFOUR	-32,29	Alimentation:Supermarché		R	
2024-06-03	AUCHAN	-84,12	Alimentation:Supermarché		R	
2024-06-03	AMMONITIA	-139,08	Logement:Loyer		R	
2024-06-03	AMMONITIA	-200	Logement:Loyer		R	
2024-06-03	AMMONITIA	-400	Logement:Loyer		R	
2024-06-03	AMMONITIA	-1035,26	Logement:Loyer		R	
2024-06-03	SYLVIE SANCTORUM	-400	Dettes personnelles		R	
2024-06-04	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-06-04	CARREFOUR	-52,27	Alimentation:Supermarché		R	
2024-06-04	FRANPRIX	-17,6	Alimentation:Supermarché		R	
2024-06-04	TOTAL	-30	Automobile:Carburant		R	
2024-06-04	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-06-04	LA SOCIETE GENERALE	-150	Retrait despèces		R	
2024-06-04	LA SOCIETE GENERALE	-70	Retrait despèces		R	
2024-06-05	BOULANGERIE THIE	-4,4	Alimentation:Boulangerie		R	
2024-06-05	CARREFOUR	-15,53	Alimentation:Supermarché		R	
2024-06-06	CARREFOUR	-10,95	Alimentation:Supermarché		R	
2024-06-06	CARREFOUR	-19,31	Alimentation:Supermarché		R	
2024-06-06	TICKET À GRATTER	4,4	Cashback		R	
2024-06-06	FREE HAUTDEBIT	-62,47	Logement:Frais généraux:Internet-TV-Téléphone		R	
2024-06-06	HEROKU	-11,06	Loisirs:Service Numérique		R	
2024-06-06	DOCTEUR LE FLOCH	-23	Santé:Dentiste		R	
2024-06-07	CARREFOUR	-13,81	Alimentation:Supermarché		R	
2024-06-07	CARREFOUR	-8,26	Alimentation:Supermarché		R	
2024-06-08	SNC PARC LYONDID	-2,7	Automobile:Stationnement		R	
2024-06-08	TABAC PRESSE	-32,7	Junk:Tabac		R	
2024-06-08	CIC	-150	Retrait despèces		R	
2024-06-09	CARREFOUR	-19,37	Alimentation:Supermarché		R	
2024-06-10	CARREFOUR	-16,76	Alimentation:Supermarché		R	
2024-06-10	DOCTOLIB	-35	Santé :Pending doctolib		R	
2024-06-10	UBER	-16,01	Transport:VTC-Taxi		R	
2024-06-10	UBER	-16,28	Transport:VTC-Taxi		R	
2024-06-11	CARREFOUR	-18,84	Alimentation:Supermarché		R	
2024-06-11	CARREFOUR	-16,45	Alimentation:Supermarché		R	
2024-06-11	CPAM HAUTS DE SEINE SEPA	13,8	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2024-06-12	CARREFOUR	-21,23	Alimentation:Supermarché		R	
2024-06-12	CASHBACK SUMERIA	2,32	Cashback		R	
2024-06-12	PHARDEX	271,74	Revenus du travail:Remboursements de frais		R	
2024-06-13	CARREFOUR	-5,5	Alimentation:Supermarché		R	
2024-06-13	FRANPRIX	-18	Alimentation:Supermarché		R	
2024-06-13	TABAC PRESSE	-19,59	Junk:Tabac		R	
2024-06-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2024-06-14	CARREFOUR	-7,08	Alimentation:Supermarché		R	
2024-06-15	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-06-15	CIC	-150	Retrait despèces		R	
2024-06-16	CARREFOUR	-8,82	Alimentation:Supermarché		R	
2024-06-16	CIC	-150	Retrait despèces		R	
2024-06-17	FRANPRIX	-36,05	Alimentation:Supermarché		R	
2024-06-17	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-06-17	PHARMACIE TRAPEZE	-25,9	Santé:Paharmacie		R	
2024-06-18	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-06-18	TABAC PRESSE	-11,19	Junk:Tabac		R	
